Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
10601;113373;licensed auto insurance agent;41-3021;41-30;41;licensed auto insurance agent;[136, 309, 116, 49]
10602;113373;dispatch;43-5032;43-50;43;dispatch;[492]
10603;113373;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10604;113373;customer service;43-4051;43-40;43;customer service;[5, 4]
10605;113385;network administrator contractor;15-1244;15-12;15;network administrator contractor;[70, 34, 207]
10606;113385;network administrator;15-1244;15-12;15;network administrator;[70, 34]
10607;113385;network admin contractor;15-1244;15-12;15;network admin contractor;[70, 199, 207]
10608;113385;senior pc specialist network support;15-1232;15-12;15;senior pc specialist network support;[12, 314, 7, 70, 17]
10609;113400;financial analyst;13-2051;13-20;13;financial analyst;[43, 11]
10610;113400;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
10611;113400;sr internal auditor;13-2011;13-20;13;sr internal auditor;[53, 231, 102]
10612;113400;manager inventory control audit;13-2011;13-20;13;manager inventory control audit;[1, 90, 97, 266]
10613;113400;controller;11-3031;11-30;11;controller;[79]
10614;113400;manager logistics inventory control accounting financial analyst;13-2011;13-20;13;manager logistics inventory control accounting financial analyst;[1, 155, 90, 97, 40, 43, 11]
10615;113400;plant controller;11-3031;11-30;11;plant controller;[184, 79]
10616;113418;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
10617;113418;technician;29-2052;29-20;29;technician;[24]
10618;113418;project manager;13-1082;13-10;13;project manager;[23, 1]
10619;113419;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10620;113419;assistant service operations manager;11-1021;11-10;11;assistant service operations manager;[2, 4, 20, 1]
10621;113426;senior manager;11-1021;11-10;11;senior manager;[12, 1]
10622;113426;specialty sales representative cv m;41-4012;41-40;41;specialty sales representative cv m;[405, 3, 6, 0, 715]
10623;113426;cardiovascular professional sales manager;41-1011;41-10;41;cardiovascular professional sales manager;[705, 226, 3, 1]
10624;113426;professional territory manager;11-2022;11-20;11;professional territory manager;[226, 141, 1]
10625;113429;chief operations officer owner;11-1021;11-10;11;chief operations officer owner;[123, 20, 42, 127]
10626;113429;director operations;11-1021;11-10;11;director operations;[16, 20]
10627;113429;process improvement operations manager;11-1021;11-10;11;process improvement operations manager;[246, 586, 20, 1]
10628;113429;order management operations manager;11-1021;11-10;11;order management operations manager;[185, 60, 20, 1]
10629;113508;corporate secretary;43-6014;43-60;43;corporate secretary;[96, 46]
10630;113508;barista;35-3023;35-30;35;barista;[390]
10631;113508;sr executive administrative assistant;43-6011;43-60;43;sr executive administrative assistant;[53, 19, 10, 2]
10632;113508;executive assistant president;43-6011;43-60;43;executive assistant president;[19, 2, 31]
10633;113508;sr executive administrative assistant;43-6011;43-60;43;sr executive administrative assistant;[53, 19, 10, 2]
10634;113511;consultant;13-1111;13-10;13;consultant;[21]
10635;113511;lead special education teacher dance team sponsor;25-2059;25-20;25;lead special education teacher dance team sponsor;[37, 211, 219, 51, 0, 75, 0]
10636;113511;director career services;11-9033;11-90;11;director career services;[16, 447, 47]
10637;113511;job developer event coordinator;13-1121;13-10;13;job developer event coordinator;[391, 66, 271, 14]
10638;113529;manager ats systems distribution outbound operations;11-3071;11-30;11;manager ats systems distribution outbound operations;[1, 0, 56, 281, 710, 20]
10639;113529;communications logistics manager;11-3071;11-30;11;communications logistics manager;[223, 155, 1]
10640;113529;consultant;13-1111;13-10;13;consultant;[21]
10641;113529;field services supervisor;43-1011;43-10;43;field services supervisor;[145, 47, 18]
10642;113529;logistics supervisor;13-1081;13-10;13;logistics supervisor;[155, 18]
10643;113536;nursing supervisor;29-1141;29-10;29;nursing supervisor;[92, 18]
10644;113536;registered nurse;29-1141;29-10;29;registered nurse;[94, 30]
10645;113536;registered nurse licensed practical nurse;29-2061;29-20;29;registered nurse licensed practical nurse;[94, 30, 136, 197, 30]
10646;113536;registered nurse licensed practical nurse;29-2061;29-20;29;registered nurse licensed practical nurse;[94, 30, 136, 197, 30]
10647;113536;licensed practical nurse;29-2061;29-20;29;licensed practical nurse;[136, 197, 30]
10648;113536;state tested nursing assistant;31-1131;31-10;31;state tested nursing assistant;[439, 1577, 92, 2]
10649;113536;certified home health aide;31-1121;31-10;31;certified home health aide;[74, 100, 73, 131]
10650;113536;state tested nurses aide;31-1131;31-10;31;state tested nurses aide;[439, 1577, 361, 131]
10651;113547;trainer;13-1151;13-10;13;trainer;[110]
10652;113547;senior event coordinator;13-1121;13-10;13;senior event coordinator;[12, 271, 14]
10653;113547;senior airline inventory manager;11-3071;11-30;11;senior airline inventory manager;[12, 1578, 90, 1]
10654;113547;airline inventory manager;11-3071;11-30;11;airline inventory manager;[1578, 90, 1]
10655;113547;manager;11-1021;11-10;11;manager;[1]
10656;113547;regional manager;11-2022;11-20;11;regional manager;[69, 1]
10657;113550;associate;41-2031;41-20;41;associate;[9]
10658;113550;data entry;43-9021;43-90;43;data entry;[45, 59]
10659;113550;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10660;113550;receptionist temp;43-4171;43-40;43;receptionist temp;[27, 163]
10661;113550;human resources temporary assignment;43-4161;43-40;43;human resources temporary assignment;[33, 41, 157, 397]
10662;113565;center agent sales;41-3021;41-30;41;center agent sales;[77, 49, 3]
10663;113565;office coordinator;43-1011;43-10;43;office coordinator;[8, 14]
10664;113565;office manager;43-1011;43-10;43;office manager;[8, 1]
10665;113575;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
10666;113575;research secretary;43-6012;43-60;43;research secretary;[164, 46]
10667;113575;hospitality;35-3031;35-30;35;hospitality;[793]
10668;113575;data entry product distributor;43-9021;43-90;43;data entry product distributor;[45, 59, 107, 796]
10669;113575;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10670;113584;retail accounting specialist buyer assistant;13-1022;13-10;13;retail accounting specialist buyer assistant;[78, 40, 7, 105, 2]
10671;113584;retail inventory merchandising control specialist;53-7065;53-70;53;retail inventory merchandising control specialist;[78, 90, 440, 97, 7]
10672;113584;senior internal auditor corporate retail;13-2011;13-20;13;senior internal auditor corporate retail;[12, 231, 102, 96, 78]
10673;113584;senior auditor;13-2011;13-20;13;senior auditor;[12, 102]
10674;113584;accounting management;11-3031;11-30;11;accounting management;[40, 60]
10675;113584;accounting management;11-3031;11-30;11;accounting management;[40, 60]
10676;113615;vice president property management;11-9141;11-90;11;vice president property management;[50, 31, 95, 60]
10677;113615;sr property manager;11-9141;11-90;11;sr property manager;[53, 95, 1]
10678;113615;property manager;11-9141;11-90;11;property manager;[95, 1]
10679;113615;property manager;11-9141;11-90;11;property manager;[95, 1]
10680;113615;residential property manager;11-9141;11-90;11;residential property manager;[235, 95, 1]
10681;113615;commercial property manager;11-9141;11-90;11;commercial property manager;[152, 95, 1]
10682;113626;technical support engineer;15-1244;15-12;15;technical support engineer;[57, 17, 22]
10683;113626;customer contact associate iii;43-4051;43-40;43;customer contact associate iii;[5, 519, 9, 169]
10684;113626;customer service rep terminal support;43-4051;43-40;43;customer service rep terminal support;[5, 4, 44, 602, 17]
10685;113626;technical support engineer;15-1244;15-12;15;technical support engineer;[57, 17, 22]
10686;113675;route salesperson;53-3031;53-30;53;route salesperson;[227, 347]
10687;113675;promoted production truck loader company warehouse facility;53-7051;53-70;53;promoted production truck loader company warehouse facility;[1083, 67, 89, 553, 311, 62, 233]
10688;113675;library clerk van driver;43-4121;43-40;43;library clerk van driver;[486, 13, 864, 25]
10689;113723;analyst revenue cycle reporting analysis;13-2051;13-20;13;analyst revenue cycle reporting analysis;[11, 395, 650, 330, 320]
10690;113723;data analyst quality management;13-1111;13-10;13;data analyst quality management;[45, 11, 71, 60]
10691;113739;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10692;113739;human resources administrator;11-3121;11-30;11;human resources administrator;[33, 41, 34]
10693;113739;sales associate;41-2031;41-20;41;sales associate;[3, 9]
10694;113739;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
10695;113749;customer billing specialist;43-4051;43-40;43;customer billing specialist;[5, 84, 7]
10696;113749;customer care representative;43-4051;43-40;43;customer care representative;[5, 55, 6]
10697;113754;business office manager;11-3012;11-30;11;business office manager;[28, 8, 1]
10698;113754;business office manager;11-3012;11-30;11;business office manager;[28, 8, 1]
10699;113778;controller usa canadian subsidiaries;11-3031;11-30;11;controller usa canadian subsidiaries;[79, 737, 0, 1399]
10700;113778;cost accounting manager;13-2011;13-20;13;cost accounting manager;[234, 40, 1]
10701;113778;cost accounting supervisor;13-2011;13-20;13;cost accounting supervisor;[234, 40, 18]
10702;113778;corporate accountant;13-2011;13-20;13;corporate accountant;[96, 36]
10703;113786;clinical manager;11-9111;11-90;11;clinical manager;[161, 1]
10704;113786;faculty facilitated introduction counseling theory methods human services;21-1093;21-10;21;faculty facilitated introduction counseling theory methods human services;[1579, 0, 1580, 1312, 0, 1547, 33, 47]
10705;113786;behavior specialist consultant lead clinician;21-1023;21-10;21;behavior specialist consultant lead clinician;[1480, 7, 21, 37, 415]
10706;113803;sr systems administrator;15-1244;15-12;15;sr systems administrator;[53, 56, 34]
10707;113803;sr windows engineer;15-1252;15-12;15;sr windows engineer;[53, 700, 22]
10708;113803;sr systems analyst;15-1211;15-12;15;sr systems analyst;[53, 56, 11]
10709;113803;ms office support;43-6014;43-60;43;ms office support;[410, 8, 17]
10710;113803;lead network analyst i.t. manager;15-1241;15-12;15;lead network analyst i.t manager;[37, 70, 11, 455, 1]
10711;113803;server administration help desk exchange server;15-1244;15-12;15;server administration help desk exchange server;[65, 133, 117, 58, 1046, 65]
10712;113803;i.t. network support admin help desk analyst;15-1232;15-12;15;i.t network support admin help desk analyst;[455, 70, 17, 199, 117, 58, 11]
10713;113816;safety officer;33-9032;33-90;33;safety officer;[202, 42]
10714;113816;security guard;33-9032;33-90;33;security guard;[63, 165]
10715;113816;security officer;33-9032;33-90;33;security officer;[63, 42]
10716;113816;supervisor;51-1011;51-10;51;supervisor;[18]
10717;113830;customer service sales;41-2031;41-20;41;customer service sales;[5, 4, 3]
10718;113830;loan officer;13-2072;13-20;13;loan officer;[64, 42]
10719;113864;territory sales manager;11-2022;11-20;11;territory sales manager;[141, 3, 1]
10720;113864;territory manager;11-2022;11-20;11;territory manager;[141, 1]
10721;113864;territory manager;11-2022;11-20;11;territory manager;[141, 1]
10722;113870;courier;43-5021;43-50;43;courier;[446]
10723;113870;sales rep;41-4012;41-40;41;sales rep;[3, 44]
10724;113870;assistant grocery manager;41-1011;41-10;41;assistant grocery manager;[2, 349, 1]
10725;113896;customer contact center supervisor;43-1011;43-10;43;customer contact center supervisor;[5, 519, 77, 18]
10726;113896;field project manager;11-9021;11-90;11;field project manager;[145, 23, 1]
10727;113896;supervisor data capture center operations;43-1011;43-10;43;supervisor data capture center operations;[18, 45, 0, 77, 20]
10728;113903;cibm project manager regional pmo coordinator;13-1082;13-10;13;cibm project manager regional pmo coordinator;[0, 23, 1, 69, 772, 14]
10729;113903;vice president senior manager gmit project office;11-1021;11-10;11;vice president senior manager gmit project office;[50, 31, 12, 1, 0, 23, 8]
10730;113918;sr project management sr program analysis sr business analysis;13-1111;13-10;13;sr project management sr program analysis sr business analysis;[53, 23, 60, 53, 115, 320, 53, 28, 320]
10731;113918;project manager lead sr financial medical records systems analysis;15-1299;15-12;15;project manager lead sr financial medical records systems analysis;[23, 1, 37, 53, 43, 26, 182, 56, 320]
10732;113991;case manager;21-1093;21-10;21;case manager;[114, 1]
10733;113991;case worker ii;21-1023;21-10;21;case worker ii;[114, 68, 61]
10734;114017;loan officer;13-2072;13-20;13;loan officer;[64, 42]
10735;114017;personal banker;43-4141;43-40;43;personal banker;[130, 205]
10736;114017;lead generation specialist;13-1161;13-10;13;lead generation specialist;[37, 1581, 7]
10737;114017;night office clerk;43-9061;43-90;43;night office clerk;[236, 8, 13]
10738;114017;collections officer account representative;43-3011;43-30;43;collections officer account representative;[138, 42, 29, 6]
10739;114024;assistant customer service sales manager;41-1011;41-10;41;assistant customer service sales manager;[2, 5, 4, 3, 1]
10740;114024;vice president general manager;11-1021;11-10;11;vice president general manager;[50, 31, 32, 1]
10741;114024;office clerk;43-9061;43-90;43;office clerk;[8, 13]
10742;114050;technical support;15-1232;15-12;15;technical support;[57, 17]
10743;114050;sales customer support;41-4012;41-40;41;sales customer support;[3, 5, 17]
10744;114050;customer service representative short sale triage;43-4051;43-40;43;customer service representative short sale triage;[5, 4, 6, 0, 523, 981]
10745;114064;maintenance floor technician;49-9071;49-90;49;maintenance floor technician;[72, 201, 24]
10746;114064;lead supervisor;41-1011;41-10;41;lead supervisor;[37, 18]
