Id	MajorGroup	MinorGroup	DetailedOccupation	JobTitle_tokens	JobTitle_tokens_idx
5217	43	43-90	43-9061	office worker	[8, 68]
5218	15	15-12	15-1232	desktop support technicians	[126, 17, 741]
5219	15	15-12	15-1242	database consultant	[261, 21]
5220	11	11-20	11-2021	senior product account manager	[12, 107, 29, 1]
5221	13	13-10	13-1082	account manager project leader	[29, 1, 23, 109]
5222	13	13-20	13-2053	senior underwriting team leader	[12, 538, 75, 109]
5223	43	43-10	43-1011	underwriting team coordinator	[538, 75, 14]
5224	43	43-30	43-3071	merchant teller	[657, 99]
5225	11	11-10	11-1021	manager operations	[1, 20]
5226	11	11-30	11-3071	manager distributions operations	[1, 0, 20]
5227	43	43-30	43-3031	accountants payable clerk	[0, 85, 13]
5228	15	15-12	15-1254	web site content developer	[156, 269, 1560, 66]
5229	13	13-10	13-1111	ach claims analyst ii	[0, 81, 11, 61]
5230	43	43-40	43-4051	customer service representative online technical support	[5, 4, 6, 472, 57, 17]
5231	13	13-10	13-1111	analyst business support analytics	[11, 28, 17, 784]
5232	41	41-10	41-1011	xoc supervisor	[1561, 18]
5233	29	29-20	29-2052	xoc technician	[1561, 24]
5234	51	51-10	51-1011	head film management	[191, 1562, 60]
5235	11	11-20	11-2022	district manager retail region seattle metropolitan market	[87, 1, 78, 293, 0, 0, 238]
5236	11	11-10	11-1021	store manager director stanwood qfc	[39, 1, 16, 0, 1156]
5237	11	11-10	11-1021	store manager qfc	[39, 1, 1156]
5238	11	11-10	11-1021	store manager rover broadway everett silver lake	[39, 1, 0, 0, 0, 1536, 0]
5239	11	11-20	11-2021	account manager business development manager	[29, 1, 28, 54, 1]
5240	11	11-20	11-2022	account manager sales manager	[29, 1, 3, 1]
5241	29	29-20	29-2072	medical records clerk ii	[26, 182, 13, 61]
5242	43	43-40	43-4051	administrative asst customer service rep	[10, 168, 5, 4, 44]
5243	11	11-90	11-9199	practice administrator compliance officer	[474, 34, 249, 42]
5244	13	13-20	13-2011	senior accountant financial analyst	[12, 36, 43, 11]
5245	15	15-12	15-1244	technical admin	[57, 199]
5246	43	43-10	43-1011	office shipping coordinator	[8, 129, 14]
5247	11	11-30	11-3031	assistant financial center manager	[2, 43, 77, 1]
5248	11	11-30	11-3031	assistant manager general manager	[2, 1, 32, 1]
5249	21	21-10	21-1093	community service volunteer work	[189, 4, 243, 345]
5250	11	11-20	11-2022	vp regional sales manager	[203, 69, 3, 1]
5251	21	21-10	21-1093	social events coordinator	[195, 404, 14]
5252	13	13-10	13-1023	procurement analyst supplier management procurement sm&p	[301, 11, 559, 60, 301, 1563]
5253	43	43-40	43-4199	wichita records representative sm&p	[1564, 182, 6, 1563]
5254	49	49-90	49-9052	telecommunications installer	[441, 360]
5255	13	13-10	13-1041	license examiner instructor shop supervisor	[332, 214, 196, 304, 18]
5256	41	41-20	41-2011	service deli clerk	[4, 367, 13]
5257	53	53-70	53-7065	cashier stock clerk inventory clerk customer service assistant	[15, 183, 13, 90, 13, 5, 4, 2]
5258	15	15-12	15-1252	resource developer	[150, 66]
5259	43	43-90	43-9081	volunteer assistant copy editor	[243, 2, 802, 931]
5260	15	15-12	15-1232	support specialist	[17, 7]
5261	25	25-20	25-2021	long term substitute instructor	[498, 544, 438, 196]
5262	25	25-20	25-2021	lead curriculum instructor	[37, 692, 196]
5263	11	11-90	11-9051	kitchen manager general manager	[767, 1, 32, 1]
5264	43	43-50	43-5071	shipping receiving manager shipping receiving traffic clerks	[129, 119, 1, 129, 119, 496, 609]
5265	13	13-10	13-1111	consultant business development transformation project management consultancy	[21, 28, 54, 0, 23, 60, 1565]
5266	13	13-10	13-1082	junior consultant project management	[333, 21, 23, 60]
5267	11	11-90	11-9111	senior care management	[12, 55, 60]
5268	43	43-30	43-3031	accounts payable office clerk	[48, 85, 8, 13]
5269	11	11-10	11-1021	robert shearer manager	[0, 0, 1]
5270	11	11-10	11-1021	danny rublacava manager	[0, 0, 1]
5271	11	11-10	11-1021	steve sassoon manager	[1413, 0, 1]
5272	11	11-10	11-1021	ron deese manager	[0, 0, 1]
5273	15	15-12	15-1252	development new bscs component	[54, 242, 0, 1313]
5274	15	15-12	15-1211	software analyst	[82, 11]
5275	43	43-10	43-1011	customer service representative supervisor	[5, 4, 6, 18]
5276	29	29-10	29-1031	nutritionist	[1331]
5277	11	11-90	11-9021	construction superintendent	[154, 179]
5278	43	43-60	43-6011	executive assistant staffing coordinator transportation dept	[19, 2, 283, 14, 338, 520]
5279	41	41-20	41-2031	supply associate	[247, 9]
5280	43	43-10	43-1011	service utlization coordinator	[4, 0, 14]
5281	21	21-10	21-1093	sr case coordinator	[53, 114, 14]
5282	15	15-12	15-1232	technical support customer services	[57, 17, 5, 47]
5283	15	15-12	15-1211	information systems consultant	[120, 56, 21]
5284	15	15-12	15-1232	senior support specialist	[12, 17, 7]
5285	15	15-12	15-1232	remote access specialist	[921, 372, 7]
5286	51	51-10	51-1011	international operations supervisor	[237, 20, 18]
5287	13	13-20	13-2011	revenue recovery auditor	[395, 401, 102]
5288	21	21-10	21-1021	county caseworker ii	[517, 762, 61]
5289	43	43-60	43-6014	administrative support enexity project data conversion	[10, 17, 0, 23, 45, 688]
5290	15	15-12	15-1232	support technicians	[17, 741]
5291	43	43-10	43-1011	teller manager	[99, 1]
5292	51	51-90	51-9111	inspected machine operator	[0, 144, 38]
5293	51	51-10	51-1011	quality assurance supervisor aug	[71, 167, 18, 0]
5294	29	29-10	29-1141	medicare charge nurse	[616, 166, 30]
5295	29	29-10	29-1141	rn charge nurse snf	[137, 166, 30, 0]
5296	29	29-10	29-1141	rn sandwich rehab	[137, 0, 911]
5297	29	29-20	29-2061	temporary long term care nursing home administrator director nursing lpn shift charge nurse	[157, 498, 544, 55, 92, 100, 34, 16, 92, 140, 263, 166, 30]
5298	35	35-30	35-3023	lead trainer counter bar server	[37, 110, 280, 436, 65]
5299	31	31-10	31-1121	home health aide cna	[100, 73, 131, 230]
5300	41	41-20	41-2031	cashier customer service sales associate	[15, 5, 4, 3, 9]
5301	43	43-10	43-1011	data collection coordinator	[45, 186, 14]
5302	21	21-10	21-1093	program assistant	[115, 2]
5303	13	13-10	13-1151	senior trainer	[12, 110]
5304	43	43-60	43-6014	administrative assistant coordinate	[10, 2, 0]
5305	43	43-90	43-9061	receptionist data entry	[27, 45, 59]
5306	43	43-40	43-4051	customer service representative work effectively cooperatively	[5, 4, 6, 345, 0, 0]
5307	41	41-20	41-2011	cashier stock	[15, 183]
5308	35	35-30	35-3023	food prep cashier	[162, 466, 15]
5309	43	43-90	43-9061	office mail clerk	[8, 287, 13]
5310	51	51-90	51-9198	manufacturing line worker	[151, 218, 68]
5311	41	41-20	41-2031	unloader sales associate	[621, 3, 9]
5312	13	13-20	13-2011	junior accountant magazine accounting adv billing	[333, 36, 0, 40, 0, 84]
5313	43	43-30	43-3031	accounting clerk club division	[40, 13, 1479, 200]
5314	13	13-20	13-2023	deputy assessor	[407, 0]
5315	13	13-10	13-1031	residual value insurance claims specialist	[0, 0, 116, 81, 7]
5316	13	13-20	13-2051	financial analyst support	[43, 11, 17]
5317	43	43-10	43-1011	collections customer service	[138, 5, 4]
5318	29	29-10	29-1141	senior staff nurse	[12, 52, 30]
5319	13	13-10	13-1151	international corporate trainer	[237, 96, 110]
5320	15	15-12	15-1244	freelance webdev sysadmin tech	[630, 0, 0, 135]
5321	15	15-12	15-1244	network administrator tech	[70, 34, 135]
5322	43	43-90	43-9199	escrow assistant	[603, 2]
5323	11	11-20	11-2021	brand manager paulaner usa	[779, 1, 0, 737]
5324	41	41-20	41-2031	bakery sales associate	[807, 3, 9]
5325	41	41-20	41-2031	customer sales associate	[5, 3, 9]
5326	35	35-30	35-3031	tent banquet setup	[0, 592, 0]
5327	31	31-90	31-9094	medical transcriptions	[26, 0]
5328	43	43-30	43-3011	patient account representative ii private pay collector	[98, 29, 6, 61, 402, 0, 143]
5329	29	29-20	29-2072	health information specialist	[73, 120, 7]
5330	43	43-50	43-5071	data entry shipping receiving	[45, 59, 129, 119]
5331	51	51-10	51-1011	north plant core room supervisor	[712, 184, 1370, 288, 18]
5332	17	17-20	17-2141	certified principle engineer cpe	[74, 706, 22, 0]
5333	17	17-20	17-2011	quality engineer boeing aerospace operations	[71, 22, 0, 957, 20]
5334	13	13-20	13-2011	audit intern	[266, 91]
5335	11	11-90	11-9032	leader students union	[109, 1093, 622]
5336	43	43-60	43-6013	office manager patient coordinator	[8, 1, 98, 14]
5337	43	43-90	43-9061	clerical associate	[122, 9]
5338	43	43-60	43-6014	secretary registrar	[46, 434]
5339	43	43-40	43-4051	senior customer service rep	[12, 5, 4, 44]
5340	53	53-30	53-3031	route sales representative	[227, 3, 6]
5341	21	21-10	21-1011	youth counselor	[310, 88]
5342	15	15-12	15-1252	senior engineer	[12, 22]
5343	49	49-90	49-9021	hvac technician	[354, 24]
5344	49	49-90	49-9071	facility maintenance technician	[233, 72, 24]
5345	15	15-12	15-1232	agency field support specialist	[751, 145, 17, 7]
5346	43	43-40	43-4161	human resources office assistant	[33, 41, 8, 2]
5347	41	41-30	41-3041	outbound travel agent	[710, 258, 49]
5348	15	15-12	15-1244	director network operations switch ss7 trunk provisioning mtce power preservation engineering technical support	[16, 70, 20, 795, 0, 0, 1130, 0, 1073, 1157, 177, 57, 17]
5349	11	11-10	11-1021	vice president operations construction west	[50, 31, 20, 154, 479]
5350	43	43-40	43-4051	center represenitive	[77, 0]
5351	43	43-90	43-9022	document processor	[250, 112]
5352	29	29-10	29-1141	student clinic nurse	[190, 356, 30]
5353	41	41-40	41-4012	natural stone sales	[0, 1135, 3]
5354	29	29-20	29-2081	optician apprentice	[563, 272]
5355	25	25-20	25-2021	basic skills teacher	[1566, 928, 51]
5356	25	25-20	25-2011	lead teacher children pre school	[37, 51, 540, 358, 194]
5357	29	29-20	29-2042	emt trainee	[849, 262]
5358	43	43-40	43-4051	csr iii key account rep	[251, 169, 307, 29, 44]
5359	43	43-50	43-5061	material planner	[188, 193]
5360	21	21-10	21-1093	community development	[189, 54]
5361	11	11-90	11-9141	regional property manager	[69, 95, 1]
5362	11	11-20	11-2022	strategic accounts management	[253, 48, 60]
5363	15	15-12	15-1252	systems engineer	[56, 22]
5364	41	41-40	41-4012	outside inside sales representative	[192, 139, 3, 6]
5365	43	43-10	43-1011	assistant service center manager	[2, 4, 77, 1]
5366	15	15-12	15-1244	information technology administrator	[120, 170, 34]
5367	15	15-12	15-1232	computer support technician	[76, 17, 24]
5368	43	43-40	43-4051	purpose clerk customer service	[0, 13, 5, 4]
5369	43	43-10	43-1011	customer service technical support transfer	[5, 4, 57, 17, 860]
5370	51	51-90	51-9061	quality control checker	[71, 97, 574]
5371	53	53-70	53-7051	forklift operator slotter	[128, 38, 0]
5372	29	29-20	29-2061	student vocational nursing	[190, 522, 92]
5373	47	47-20	47-2152	installer plumber	[360, 365]
5374	25	25-20	25-2012	pre kindergarten ii teacher primrose school wellington	[358, 681, 61, 51, 0, 194, 0]
5375	31	31-10	31-1122	contract worker home helpers	[80, 68, 100, 0]
5376	41	41-20	41-2011	customer service cashier associate tom thumb food pharmacy	[5, 4, 15, 9, 0, 0, 162, 142]
5377	41	41-20	41-2031	bakery associate united marketstreet	[807, 9, 460, 0]
5378	41	41-20	41-2011	cashier crew	[15, 153]
5379	43	43-90	43-9199	volunteer office assistant	[243, 8, 2]
5380	11	11-30	11-3031	treasurer board member	[316, 413, 101]
5381	43	43-40	43-4051	customer service ticketing dept	[5, 4, 1543, 520]
5382	13	13-10	13-1199	security specialist	[63, 7]
5383	47	47-20	47-2061	laborer helper	[121, 379]
5384	43	43-10	43-1011	account supervisor	[29, 18]
5385	43	43-90	43-9021	data entry operator manager administration	[45, 59, 38, 1, 133]
5386	43	43-30	43-3051	mbna time	[1567, 113]
5387	11	11-20	11-2022	branch manager senior sales executive	[106, 1, 12, 3, 19]
5388	43	43-60	43-6012	paralegal administrative assistant	[504, 10, 2]
5389	43	43-60	43-6012	paralegal secretary	[504, 46]
5390	21	21-10	21-1093	assistant program manager	[2, 115, 1]
5391	13	13-10	13-1161	internship credit course research program	[318, 111, 0, 164, 115]
5392	11	11-30	11-3031	administrative assistant tax risk management departments	[10, 2, 181, 448, 60, 1158]
5393	43	43-60	43-6014	tax department administrative assistant	[181, 83, 10, 2]
5394	43	43-60	43-6014	division administrative assistant	[200, 10, 2]
5395	33	33-90	33-9021	loss prevention officer detective	[292, 373, 42, 0]
5396	41	41-20	41-2031	sales stock associate	[3, 183, 9]
5397	21	21-10	21-1093	adolescent coordinator child welfare specialist	[1568, 14, 326, 1159, 7]
5398	21	21-10	21-1021	licensed child welfare specialist	[136, 326, 1159, 7]
5399	43	43-40	43-4131	loan review specialist	[64, 429, 7]
5400	53	53-70	53-7064	seasonal packing temp	[276, 1110, 163]
5401	53	53-70	53-7065	warehouse set temp	[62, 1000, 163]
5402	43	43-50	43-5071	international shipping	[237, 129]
5403	41	41-10	41-1011	supervisor ann fallon	[18, 0, 0]
5404	43	43-30	43-3031	expense management associate	[464, 60, 9]
5405	43	43-30	43-3031	accounts receivable credit analyst	[48, 134, 111, 11]
5406	15	15-12	15-1232	contract technical support	[80, 57, 17]
5407	15	15-12	15-1232	enterprise help desk	[635, 117, 58]
5408	15	15-12	15-1212	wichita computing access administration computing security	[1564, 1160, 372, 133, 1160, 63]
5409	15	15-12	15-1299	mainframe system operator ii	[0, 180, 38, 61]
5410	21	21-10	21-1092	department juvenile justice	[83, 1569, 0]
5411	41	41-20	41-2031	temporary associate	[157, 9]
5412	21	21-10	21-1023	intake specialist assessment referrals	[339, 7, 565, 0]
5413	43	43-60	43-6014	producer administrative assistant	[584, 10, 2]
5414	43	43-40	43-4161	receptionist human resources assistant	[27, 33, 41, 2]
5415	21	21-10	21-1093	assistant manager mentoring services	[2, 1, 0, 47]
5416	29	29-10	29-1141	home health med surg nurse	[100, 73, 530, 711, 30]
5417	29	29-20	29-2061	lpn psych nurse	[140, 1081, 30]
5418	29	29-20	29-2061	lpn supervisor	[140, 18]
5419	15	15-12	15-1232	technical product support specialist	[57, 107, 17, 7]
5420	11	11-30	11-3051	director quality	[16, 71]
5421	31	31-10	31-1121	independent health care provider	[296, 73, 55, 374]
5422	29	29-20	29-2057	ophthalmic technician receptionist	[730, 24, 27]
5423	43	43-30	43-3011	collections repayment specialist	[138, 0, 7]
5424	43	43-40	43-4051	business card customer representative	[28, 476, 5, 6]
5425	43	43-40	43-4051	fraud specialist customer contact associate	[607, 7, 5, 519, 9]
5426	53	53-70	53-7065	produce clerk	[848, 13]
5427	43	43-40	43-4051	adjustment specialist	[1152, 7]
5428	13	13-20	13-2071	loan counselor	[64, 88]
5429	21	21-10	21-1023	targeting case manager therapist	[0, 114, 1, 268]
5430	43	43-90	43-9061	miami fl clerk	[0, 1549, 13]
5431	43	43-60	43-6011	senior executive assistant	[12, 19, 2]
5432	43	43-60	43-6011	executive assistant office manager department vendor management	[19, 2, 8, 1, 83, 481, 60]
5433	29	29-20	29-2011	cytology prep tech	[1570, 466, 135]
5434	53	53-70	53-7065	clerical warehouse	[122, 62]
5435	43	43-40	43-4051	csa annual enrollment	[0, 0, 348]
5436	43	43-10	43-1011	reservation operation supervisor	[605, 344, 18]
5437	43	43-10	43-1011	service consultant assistant service manager	[4, 21, 2, 4, 1]
5438	13	13-10	13-1151	certified corporate disney trainer	[74, 96, 1350, 110]
5439	11	11-20	11-2021	product manager abcnews	[107, 1, 0]
5440	13	13-10	13-1111	consultant senior management consultant	[21, 12, 60, 21]
5441	21	21-10	21-1093	lead family support specialist	[37, 244, 17, 7]
5442	29	29-20	29-2053	behavioral health technician ii	[516, 73, 24, 61]
5443	21	21-10	21-1023	psychiatric social worker intern	[1223, 195, 68, 91]
5444	21	21-10	21-1099	children case manager investigator	[540, 114, 1, 760]
5445	43	43-50	43-5053	mail sorter opener	[287, 505, 1571]
5446	43	43-40	43-4051	customer service rep verifier clerk	[5, 4, 44, 1070, 13]
5447	43	43-40	43-4051	data processor customer service rep	[45, 112, 5, 4, 44]
5448	43	43-40	43-4151	customer service rep data entry clerk	[5, 4, 44, 45, 59, 13]
5449	43	43-50	43-5032	operations coordinator dispatcher	[20, 14, 174]
5450	43	43-40	43-4051	specialty customer care representative	[405, 5, 55, 6]
5451	43	43-40	43-4051	billing video repair customer account executive	[84, 664, 398, 5, 29, 19]
5452	43	43-40	43-4171	payment center lobby clerk	[708, 77, 0, 13]
5453	43	43-30	43-3031	exceptions clerk	[0, 13]
5454	51	51-90	51-9198	production control assistant	[67, 97, 2]
5455	15	15-12	15-1232	information specialist	[120, 7]
5456	43	43-30	43-3011	representative collections rep	[6, 138, 44]
5457	43	43-30	43-3011	account executive collections rep	[29, 19, 138, 44]
5458	43	43-10	43-1011	customer service loan modification rep	[5, 4, 64, 1572, 44]
5459	15	15-12	15-1244	sr network engineer	[53, 70, 22]
5460	51	51-10	51-1011	materials control supervisor	[220, 97, 18]
5461	15	15-12	15-1299	manager application integration	[1, 240, 484]
5462	11	11-20	11-2021	direct marketing manager	[284, 35, 1]
5463	43	43-40	43-4131	home lending loss mitigation processor	[100, 629, 292, 506, 112]
5464	13	13-20	13-2072	phone banker lead	[534, 205, 37]
5465	43	43-60	43-6014	administrative assistant hr assistant sourcer	[10, 2, 108, 2, 1545]
5466	13	13-10	13-1071	staffing consultant	[283, 21]
5467	13	13-10	13-1071	staffing coordinator	[283, 14]
5468	43	43-40	43-4051	warehouse customer service representative	[62, 5, 4, 6]
5469	13	13-10	13-1161	lead proposal analyst	[37, 1074, 11]
5470	13	13-10	13-1071	human resources analyst	[33, 41, 11]
5471	11	11-30	11-3121	human resources human resources administrator	[33, 41, 33, 41, 34]
5472	43	43-40	43-4161	human resources uch academy administrative assistant	[33, 41, 0, 0, 10, 2]
5473	43	43-60	43-6014	shift leader administrative assistant	[263, 109, 10, 2]
5474	43	43-60	43-6014	office asst manager	[8, 168, 1]
5475	41	41-20	41-2031	time sales associate	[113, 3, 9]
5476	13	13-10	13-1041	regulatory affairs coordinator	[419, 421, 14]
5477	43	43-60	43-6014	education secretary	[219, 46]
5478	43	43-40	43-4121	library administrative assistant	[486, 10, 2]
5479	43	43-60	43-6014	secretary ii	[46, 61]
